125	 39	 4311	 285	 Goiania 	 -16.680882	 -49.2532691
126	 36	 3728	 8	 Nashville	 0.0	 0.0
127	 12	 864	 10	 Worldwide	 53.5120412	 -2.2434612
129	 31	 473	 39	 Brasil	 -10.3333333	 -53.2
130	 14	 1416	 31	 VA	 46.2303063	 7.6605757
131	 26	 1732	 19	 Illinois	 40.0796319	 -89.4339809
132	 51	 2300	 29	 	 0.0	 0.0
133	 67	 28565	 137	 New York	 40.7306458	 -73.9866136
134	 28	 1313	 27	 	 0.0	 0.0
135	 32	 12911	 31	 Camden, New Jersey	 39.9448402	 -75.1198911
136	 43	 10840	 27	 Bronwood, GA	 31.8310001	 -84.364358
138	 6	 552	 265	 	 0.0	 0.0
139	 26	 4258	 22	 NC/VA	 35.5398549	 -81.3973087
140	 114	 24685	 0	 Nashville	 36.1622296	 -86.7743531
142	 9	 496	 140	 Maa'di	 58.3862815	 23.8378089
144	 3	 689	 0	 	 0.0	 0.0
146	 35	 175	 233	 NJ	 40.0757384	 -74.4041622
147	 31	 5161	 26	 Nashville, TN	 36.1622296	 -86.7743531
148	 9	 307	 0	 	 0.0	 0.0
149	 7	 3479	 2	 SÃO PAULO	 -23.5506507	 -46.6333824
150	 337	 53734	 24	 Ada, OK	 34.7743383	 -96.6783651
151	 42	 10044	 18	 Nashville	 0.0	 0.0
152	 4	 854	 34	 Fontana	 34.0922335	 -117.435048
155	 41	 142075	 98	 	 0.0	 0.0
156	 1	 53435	 3	 Helsinki \u0026 Berlin	 0.0	 0.0
157	 48	 380611	 396	 Denver, Colorado	 39.7391536	 -104.9847034
158	 4	 4320	 65	 Melbourne	 -37.8142176	 144.9631608
159	 45	 387938	 921	 Los Angeles, CA	 34.054935	 -118.244476
160	 40	 812499	 7	 the grocery store	 34.07792775	 49.71145005
161	 43	 1767760	 8	 Amsterdam	 52.3745403	 4.89797550561798
162	 1298	 936539	 26	 Leiden	 0.0	 0.0
163	 317	 4193353	 93	 Kingston	 0.0	 0.0
164	 1577	 1116713	 65	 Vancouver	 0.0	 0.0
165	 39	 1817	 120	 Satu Mare	 0.0	 0.0
167	 190	 430499	 9	 Stockholm	 0.0	 0.0
169	 6	 1125	 3	 	 0.0	 0.0
170	 10	 35117	 171	 	 0.0	 0.0
171	 18	 1922	 746	 Regina	 50.44876	 -104.61731
173	 49	 511232	 2	 	 0.0	 0.0
174	 2	 7631	 1	 Los Angeles	 0.0	 0.0
176	 25	 3578	 7	 	 0.0	 0.0
177	 23	 8574	 616	 U.S.A/India	 -24.8339082	 -65.3822399
178	 3	 9565	 2000	 Houston	 29.7589382	 -95.3676974
179	 1603	 1621763	 118	 	 0.0	 0.0
180	 259	 473590	 54	 	 0.0	 0.0
181	 47	 170137	 337	 London, UK	 51.5073219	 -0.1276474
182	 33	 318212	 1077	 Vancouver	 49.262428	 -123.11554
183	 772	 6112407	 146	 Los Angeles	 34.054935	 -118.244476
184	 46	 15445	 272	 Denver	 39.7391536	 -104.9847034
185	 282	 21075	 1807	 	 0.0	 0.0
186	 723	 1915549	 3	 Amsterdam	 52.3745403	 4.89797550561798
187	 13	 115495	 464	 	 0.0	 0.0
188	 2	 2850	 6	 Fagersta	 60.0038627	 15.7906054
189	 2	 17483	 1	 Los Angeles	 34.054935	 -118.244476
192	 7	 6491	 436	 Melbourne	 -37.8142176	 144.9631608
193	 11	 2267	 297	 	 0.0	 0.0
194	 24	 62105	 1	 ^__^	 0.0	 0.0
195	 9	 18288	 31	 Kingston	 17.9712148	 -76.7928128
197	 371	 2775995	 15	 	 0.0	 0.0
198	 315	 38857	 25	 Brooklyn	 0.0	 0.0
199	 35	 2260	 5	 	 0.0	 0.0
200	 467	 14476	 20	 Brooklyn/Guyana	 0.0	 0.0
201	 194	 18289	 26	 Stockholm	 59.3251172	 18.0710935
202	 2	 3005	 0	 Birmingham	 52.4776875	 -1.8948516
204	 788	 6078	 168	 	 0.0	 0.0
205	 3	 3157	 452	 London	 51.5073219	 -0.1276474
206	 5	 700	 2	 Amsterdam	 52.3745403	 4.89797550561798
207	 76	 5316	 40	 	 0.0	 0.0
208	 851	 5733	 1	 Miami	 25.7742658	 -80.1936589
209	 8	 39163	 196	 San José	 37.3361905	 -121.8905833
210	 106	 10859	 16	 Lecce/Turin	 45.0808224	 7.6476395
212	 513	 1827	 428	 Miami / Bronx NY / Negril / Kingston	 0.0	 0.0
213	 24	 942	 21	 Oswego/Yonkers, NY	 0.0	 0.0
214	 891	 7696	 1941	 	 0.0	 0.0
216	 34	 586	 49	 Cayman Brac	 19.71985	 -79.7931193333333
217	 26	 4491	 241	 Paris	 48.8566101	 2.3514992
219	 359	 3507	 174	 	 0.0	 0.0
220	 1945	 40454	 195	 Rotterdam	 51.92779805	 4.48862326925829
222	 58	 3752	 74	 Kingston 	 17.9712148	 -76.7928128
223	 303	 19190	 1	 Queens, New York	 40.6524927	 -73.7914214158161
226	 20	 585	 0	 Panama	 0.0	 0.0
227	 37	 1716	 98	 kingston	 17.9712148	 -76.7928128
228	 21	 48814	 416	 Amsterdam	 52.3745403	 4.89797550561798
229	 104	 289178	 135	 Feature by Mix Feed	 0.0	 0.0
230	 23	 24102	 164	 Berlin	 52.5170365	 13.3888599
231	 66	 110530	 92	 İzmir	 38.4153421	 27.144474
232	 35	 89897	 371	 Amsterdam	 52.3745403	 4.89797550561798
233	 1	 280636	 231	 Free DL by Mix Feed 	 0.0	 0.0
234	 40	 5030	 115	 Worldwide	 53.5120412	 -2.2434612
235	 244	 137096	 670	 Brussels	 50.8465573	 4.351697
236	 451	 147763	 20	 Zurich	 37.182261	 -118.260475
237	 75	 110587	 2	 Vienna	 38.9013013	 -77.2651585
238	 6	 57425	 279	 	 0.0	 0.0
239	 28	 62549	 238	 Istanbul/Bursa	 40.2858081	 29.0545568
240	 18	 230193	 1222	 Worldwide	 53.5120412	 -2.2434612
241	 23	 17966	 1204	 Rouen/Paris	 48.86671815	 2.3210150664723
242	 11	 256926	 21	 Proper PR by Free DL	 0.0	 0.0
243	 112	 435204	 341	 	 0.0	 0.0
244	 13	 37591	 1059	 Rotterdam	 0.0	 0.0
245	 55	 8526	 57	 Switzerland | Belgium	 55.7537495	 37.6617913
246	 21	 172222	 1435	 	 0.0	 0.0
247	 91	 114167	 1268	 	 0.0	 0.0
248	 38	 17968	 17	 	 0.0	 0.0
249	 7	 9334	 1	 Istanbul	 41.0096334	 28.9651646
250	 50	 108914	 840	 Amsterdam/USA	 42.943367	 -74.1850436
251	 61	 96117	 727	 's-Hertogenbosch \u0026 Amsterdam	 0.0	 0.0
252	 78	 29844	 6	 	 0.0	 0.0
253	 173	 95391	 160	 LONDON	 51.5073219	 -0.1276474
254	 15	 89137	 918	 	 0.0	 0.0
255	 17	 167107	 34	 Hamburg	 53.550341	 10.000654
256	 198	 53273	 72	 	 0.0	 0.0
257	 314	 57877	 188	 Amsterdam	 52.3745403	 4.89797550561798
258	 42	 36122	 1	 Epic Tones Records	 0.0	 0.0
259	 103	 216395	 1914	 Berlin	 52.5170365	 13.3888599
260	 1425	 81986	 332	 Montreal	 45.4972159	 -73.6103642
261	 938	 165764	 96	 London	 51.5073219	 -0.1276474
262	 81	 29207	 7	 	 0.0	 0.0
263	 3	 1451	 2	 Córdoba	 37.8849779	 -4.7760131
264	 14	 6356	 1332	 Frankfurt	 0.0	 0.0
265	 202	 20853	 227	 	 0.0	 0.0
266	 139	 94647	 23	 	 0.0	 0.0
267	 126	 52697	 77	 	 0.0	 0.0
268	 393	 88450	 163	 	 0.0	 0.0
269	 35	 11635	 533	 Boston	 42.3604823	 -71.0595678
270	 88	 4317	 532	 	 0.0	 0.0
271	 824	 84803	 25	 	 0.0	 0.0
272	 152	 6956	 678	 Los Angeles	 34.054935	 -118.244476
273	 47	 74522	 210	 Los Angeles	 34.054935	 -118.244476
274	 11	 2457	 164	 London	 51.5073219	 -0.1276474
275	 3	 129	 14	 Rotterdam	 0.0	 0.0
276	 27	 41767	 50	 London	 51.5073219	 -0.1276474
277	 12	 141	 0	 	 0.0	 0.0
278	 205	 9140	 86	 www.deepalma.com	 0.0	 0.0
279	 97	 6038	 520	 Palma de Mallorca (Balearic Islands)	 39.5475614	 2.6345492
280	 245	 10891	 534	 San Francisco	 8.444585	 125.951249185475
281	 37	 2732	 388	 New York City	 40.7306458	 -73.9866136
282	 110	 9398	 1373	 Tel Aviv	 11.4797028	 -85.6661002
283	 19	 10832	 406	 Bergen x Lier	 51.1464023	 4.53351224200664
284	 339	 42145	 14	 Ghent	 37.6169488	 -81.1150199
285	 231	 10238	 778	 Balearic Islands - Palma De Mallorca 	 39.5475614	 2.6345492
286	 36	 2984	 1047	 	 0.0	 0.0
287	 38	 5376	 326	 Melbourne	 0.0	 0.0
288	 119	 67998	 146	 	 0.0	 0.0
290	 301	 63999	 122	 Berlin	 52.5170365	 13.3888599
291	 81	 862	 748	 Waterford	 0.0	 0.0
292	 460	 31485	 677	 Rare Wiri Headquarters / Madrid	 0.0	 0.0
293	 20	 436	 234	 British Embassy	 27.7208192	 85.3167803120287
294	 4	 468	 16	 Bergen	 60.3943532	 5.325551
296	 46	 5871	 1991	 Berlin	 52.5170365	 13.3888599
297	 389	 1012889	 647	 	 0.0	 0.0
298	 35	 19074	 115	 London	 51.5073219	 -0.1276474
299	 164	 85997	 2	 Kent	 51.2474823	 0.7105077
300	 232	 227008	 98	 London	 51.5073219	 -0.1276474
301	 10	 1453	 9	 	 0.0	 0.0
302	 100	 32994	 4	 	 0.0	 0.0
304	 15	 560	 96	 Miami Beach	 25.7881436	 -80.1272705
305	 60	 10764	 656	 LONDON | SOUTHAMPTON	 51.5210196	 -0.1235498
306	 77	 25033	 16	 	 0.0	 0.0
307	 33	 37851	 287	 	 0.0	 0.0
308	 7	 14269	 3	 London	 51.5073219	 -0.1276474
309	 42	 19299	 198	 	 0.0	 0.0
310	 144	 130932	 249	 Los Angeles | London	 34.0743658	 -118.27317
311	 4	 1609	 22	 Lemnos	 -36.348065	 145.474986249562
312	 517	 37576	 412	 London	 51.5073219	 -0.1276474
313	 352	 42508	 77	 Budapest	 47.4983815	 19.0404707
314	 3	 561	 9	 Norwich - Real page @ www.soundcloud.com/upgrade_productions	 0.0	 0.0
315	 62	 11562	 678	 	 0.0	 0.0
316	 23	 3550	 619	 London	 51.5073219	 -0.1276474
317	 355	 26159	 654	 London	 51.5073219	 -0.1276474
318	 380	 70745	 44	 	 0.0	 0.0
319	 67	 67571	 31	 Gotham City	 32.7579739	 -97.0669292
320	 5	 506	 9	 Wrocław	 51.1089776	 17.0326689
321	 29	 87819	 19	 Hornchurch	 0.0	 0.0
322	 57	 11459	 102	 	 0.0	 0.0
323	 169	 464880	 55	 Kelowna	 49.889326	 -119.498291
324	 98	 6427880	 94	 Los Angeles	 34.054935	 -118.244476
325	 57	 135890	 10	 	 0.0	 0.0
326	 116	 77178	 428	 	 0.0	 0.0
327	 486	 1023487	 13	 London	 51.5073219	 -0.1276474
328	 87	 69986	 132	 Charlotte, NC	 35.2270869	 -80.8431268
329	 8	 10898	 1	 	 0.0	 0.0
330	 412	 1016535	 30	 	 0.0	 0.0
331	 186	 126382	 189	 Worldwide	 53.5120412	 -2.2434612
332	 66	 611241	 309	 Montréal	 45.4972159	 -73.6103642
333	 50	 26337	 175	 	 0.0	 0.0
334	 112	 142168	 132	 The Pleasuredome	 53.7980007	 -1.5878926
335	 7	 49297	 854	 	 0.0	 0.0
336	 13	 5732	 205	 Arizona State University	 33.42165145	 -111.932582859275
337	 58	 31084	 710	 Philadelphia	 39.9523993	 -75.1635899
338	 142	 241848	 573	 Mannheim	 49.489591	 8.467236
339	 115	 3663632	 45	 	 0.0	 0.0
340	 34	 44122	 526	 CALIFORNIA	 0.0	 0.0
341	 14	 13317	 865	 	 0.0	 0.0
342	 229	 65989	 22	 London	 51.5073219	 -0.1276474
343	 155	 39514	 60	 	 0.0	 0.0
344	 166	 6042078	 171	 Toronto	 43.653963	 -79.387207
345	 8	 1823	 164	 Santa Fe, NM	 35.6869996	 -105.9377997
346	 35	 10513	 41	 	 0.0	 0.0
348	 1249	 103852	 732	 Los Angeles	 34.054935	 -118.244476
349	 36	 120027	 26	 	 0.0	 0.0
350	 112	 84143	 265	 New Port Richey, FL	 28.247132	 -82.7170238901345
351	 198	 53538	 111	 The Riddim Plug	 0.0	 0.0
352	 39	 34369	 281	 Los Angeles	 34.054935	 -118.244476
353	 28	 133652	 54	 	 0.0	 0.0
354	 115	 12480	 14	 	 0.0	 0.0
355	 75	 377908	 271	 Sydney	 -33.8548157	 151.2164539
356	 79	 341515	 114	 Detroit	 42.3486635	 -83.0567375
357	 60	 476305	 1	 	 0.0	 0.0
358	 35	 188216	 235	 	 0.0	 0.0
359	 85	 207317	 83	 California	 0.0	 0.0
360	 130	 2154765	 191	 Sydney	 -33.8548157	 151.2164539
361	 40	 189693	 7	 	 0.0	 0.0
363	 19	 77978	 26	 Los Angeles	 34.054935	 -118.244476
364	 39	 9045	 0	 	 0.0	 0.0
365	 82	 663826	 1	 Los Angeles	 34.054935	 -118.244476
366	 196	 6213335	 438	 Los Angeles	 34.054935	 -118.244476
367	 63	 404566	 365	 \u003c3	 0.0	 0.0
368	 51	 270051	 1185	 Chicago	 41.8755546	 -87.6244212
369	 20	 60889	 532	 	 0.0	 0.0
370	 105	 899598	 20	 	 0.0	 0.0
371	 214	 566805	 8	 Antibes	 43.5836	 7.10905
372	 49	 115750	 790	 City of Brotherly Love	 0.0	 0.0
374	 14	 75208	 25	 	 0.0	 0.0
375	 15	 283463	 58	 New York City	 40.7306458	 -73.9866136
376	 179	 324955	 220	 Los Angeles	 34.054935	 -118.244476
377	 26	 659	 391	 Sacramento	 38.5815719	 -121.4943996
378	 29	 107154	 563	 Gothenburg	 40.929562	 -100.160516
379	 683	 561822	 1009	 Sydney	 -33.8548157	 151.2164539
380	 10	 39988	 529	 London	 51.5073219	 -0.1276474
381	 40	 25039	 16	 	 0.0	 0.0
382	 14	 85241	 69	 Silver Lake, CA	 44.6524142	 -78.5911099
383	 250	 730077	 83	 San Francisco	 8.444585	 125.951249185475
384	 32	 3979	 578	 Vancouver	 49.262428	 -123.11554
385	 20	 111303	 150	 Rio de Janeiro	 -22.9110137	 -43.2093727
386	 87	 58917	 495	 Chicago	 41.8755546	 -87.6244212
387	 20	 181111	 99	 	 0.0	 0.0
388	 36	 187118	 0	 London	 51.5073219	 -0.1276474
389	 2858	 35733	 44	 Los Angeles	 34.054935	 -118.244476
390	 36	 22563	 201	 Jakarta	 -6.1753942	 106.827183
391	 3	 236	 33	 	 0.0	 0.0
392	 36	 1528	 34	 	 0.0	 0.0
393	 659	 5064018	 29	 Seattle	 47.6038321	 -122.3300624
394	 1	 149	 88	 	 0.0	 0.0
395	 7	 8035	 3	 	 0.0	 0.0
396	 8	 115	 87	 	 0.0	 0.0
397	 16	 20730	 8	 HASLEMERE	 0.0	 0.0
398	 6	 4805	 392	 Melbourne	 0.0	 0.0
399	 32	 11531	 67	 maia - bay area	 41.232208	 -8.6273183
400	 76	 17706	 110	 Indonesia ✕ USA	 -4.5271203	 120.2077887
401	 15	 5430	 54	 Bristol	 51.4538022	 -2.5972985
402	 61	 7102	 17	 Reykjavik	 0.0	 0.0
403	 470	 3012	 14	 San Francisco	 8.444585	 125.951249185475
404	 49	 584	 38	 Toulouse	 43.6044622	 1.4442469
405	 7	 418	 89	 London	 51.5073219	 -0.1276474
406	 364	 2800	 92	 London	 51.5073219	 -0.1276474
408	 5	 195	 3	 Denver	 39.7391536	 -104.9847034
409	 27	 33423	 89	 Los Angeles	 34.054935	 -118.244476
410	 5	 103	 42	 Brooklyn, NY	 40.6501038	 -73.9495823
413	 69	 7585	 18	 London	 51.5073219	 -0.1276474
416	 4	 114	 33	 Bandung	 0.0	 0.0
417	 37	 3055	 906	 York	 0.0	 0.0
418	 28	 12342	 55	 Long Beach, CA	 0.0	 0.0
419	 9	 14674	 34	 	 0.0	 0.0
421	 28	 6715	 199	 Not From The Philippines	 0.0	 0.0
422	 7	 76	 28	 	 0.0	 0.0
423	 56	 853892	 14	 	 0.0	 0.0
424	 17	 762390	 0	 MIAMI	 0.0	 0.0
427	 51	 93221	 14	 Birmingham 	 52.4776875	 -1.8948516
428	 32	 182063	 60	 LA	 0.0	 0.0
431	 205	 863413	 6	 Nawfside atl	 0.0	 0.0
432	 375	 718644	 0	 	 0.0	 0.0
434	 289	 1041956	 74	 	 0.0	 0.0
435	 1	 101680	 0	 Chicago	 41.8755546	 -87.6244212
437	 26	 8059	 0	 	 0.0	 0.0
438	 58	 1115362	 1	 New York	 40.7306458	 -73.9866136
440	 18	 25240	 24	 	 0.0	 0.0
441	 106	 1184432	 6	 Houston, TX	 29.7589382	 -95.3676974
442	 50	 112790	 2	 Bronx	 40.85703325	 -73.8366961598775
443	 48	 522107	 140	 PLANET DROOL	 0.0	 0.0
444	 207	 656544	 37	 Atlanta	 33.7490987	 -84.3901849
445	 61	 199722	 0	 Baton Rouge	 30.4507462	 -91.154551
446	 13	 35528	 16	 Pomfret, MD	 38.5773417	 -77.030531
447	 43	 27466	 2	 Santo Domingo	 18.4801972	 -69.942111
448	 32	 131029	 0	 Detroit	 42.3486635	 -83.0567375
449	 4	 317	 197	 	 0.0	 0.0
452	 496	 1868028	 7	 Breda	 0.0	 0.0
453	 38	 300444	 313	 Los Angeles	 34.054935	 -118.244476
454	 22	 126153	 1919	 Los Angeles, CA	 34.054935	 -118.244476
455	 25	 2679	 1497	 San Diego	 32.7174209	 -117.1627714
456	 291	 292064	 27	 New York	 40.7306458	 -73.9866136
457	 43	 225	 8	 Simferopol	 44.9521457	 34.1024858
459	 168	 320928	 106	 London	 51.5073219	 -0.1276474
460	 20	 58652	 1	 Los Angeles	 34.054935	 -118.244476
461	 135	 189860	 11	 Los Angeles	 0.0	 0.0
462	 30	 68193	 580	 Chicago	 41.8755546	 -87.6244212
463	 153	 25713	 151	 	 0.0	 0.0
465	 81	 44277	 25	 	 0.0	 0.0
467	 39	 4563	 0	 	 0.0	 0.0
468	 78	 3676	 581	 Ansfelden	 48.2094498	 14.2901754
469	 21	 47131	 165	 Los Angeles, CA	 34.054935	 -118.244476
471	 82	 460237	 1	 Amsterdam	 0.0	 0.0
472	 486	 2281102	 7	 Paris	 48.8566101	 2.3514992
473	 39	 62036	 58	 Northampton	 52.2385239	 -0.902493
474	 41	 30563	 65	 London	 51.5073219	 -0.1276474
475	 9	 8580	 1	 Philadelphia, PA	 39.9523993	 -75.1635899
476	 128	 14640	 368	 Melbourne	 -37.8142176	 144.9631608
478	 519	 778477	 126	 Boulder, Colorado	 0.0	 0.0
479	 261	 595166	 19	 	 0.0	 0.0
480	 296	 489906	 13	 	 0.0	 0.0
481	 48	 19577	 296	 Medellin	 11.1276626	 123.9621553
483	 76	 428162	 2	 Toronto	 43.653963	 -79.387207
485	 22	 5320	 3	 Old Profile (No Longer Updating)	 0.0	 0.0
486	 417	 66382	 1	 Brooklyn	 25.0611359	 -77.3129254560189
489	 153	 37736	 42	 London	 51.5073219	 -0.1276474
490	 45	 6817	 8	 vancouver	 0.0	 0.0
492	 40	 5475	 57	 Sydney	 -33.8548157	 151.2164539
493	 80	 25807	 14	 Adelaide	 -34.9274284	 138.599899
494	 19	 8799	 134	 Washington DC	 0.0	 0.0
495	 15	 14380	 9	 San Francisco/Brooklyn	 37.7927671	 -122.4072945
496	 16	 6895	 101	 Chicago	 41.8755546	 -87.6244212
497	 1	 997	 1	 	 0.0	 0.0
498	 153	 63784	 15	 	 0.0	 0.0
499	 523	 5870	 215	 Melbourne	 -37.8142176	 144.9631608
500	 15	 14512	 0	 Los Angeles	 0.0	 0.0
501	 64	 23756	 14	 Göteborg	 57.7072326	 11.9670171
503	 33	 72383	 403	 	 0.0	 0.0
504	 33	 90897	 170	 	 0.0	 0.0
505	 15	 5483	 23	 Moscow	 46.7323875	 -117.0001651
506	 7	 341	 1849	 England	 52.7954791	 -0.540240286617432
507	 18	 7602	 13	 North London	 40.7364228	 -73.8651888078038
508	 7	 7893	 1394	 Munich	 0.0	 0.0
509	 332	 5581437	 176	 Portland, OR	 0.0	 0.0
510	 8	 173	 20	 Brisbane	 -27.4689682	 153.0234991
511	 9	 4221	 86	 Tel Aviv	 11.4797028	 -85.6661002
512	 1	 125	 54	 Londrina	 0.0	 0.0
513	 53	 93225	 1	 Echo Park, CA	 43.14787145	 -80.2231022401593
514	 388	 7245	 1760	 	 0.0	 0.0
515	 83	 337	 165	 Houston	 29.7589382	 -95.3676974
516	 389	 16641	 216	 London	 51.5073219	 -0.1276474
518	 14	 10184	 61	 Provo, UT	 40.2338438	 -111.6585337
519	 45	 7635	 27	 London	 51.5073219	 -0.1276474
520	 4	 269	 19	 	 0.0	 0.0
521	 154	 2272737	 10	 Bloomington	 39.1670396	 -86.5342881
522	 299	 36962	 14	 Washington DC	 38.8949549	 -77.0366456
523	 2	 1363	 2	 	 0.0	 0.0
524	 2	 550	 0	 Rio de Janeiro	 -22.9110137	 -43.2093727
525	 20	 14275	 583	 taos.new.mexico	 36.4072485	 -105.5730665
526	 1	 526	 7	 	 0.0	 0.0
527	 13	 16415	 182	 United Kingdom	 25.2232283	 55.1594933008754
529	 23	 635	 846	 	 0.0	 0.0
530	 1	 68	 182	 	 0.0	 0.0
531	 14	 771	 34	 Singapore	 1.2904753	 103.8520359
532	 50	 145	 61	 Hoogkarspel	 52.6901497	 5.17310592437035
534	 1	 365	 0	 	 0.0	 0.0
535	 123	 20973	 0	 Hönö	 57.6903138	 11.6520508673869
536	 34	 474	 6	 Plymouth	 50.3712659	 -4.1425658
537	 168	 5235264	 8	 Los Angeles	 34.054935	 -118.244476
542	 57	 12837	 62	 Kuala Lumpur	 0.642715	 122.5909774
543	 1	 605	 239	 London	 51.5073219	 -0.1276474
545	 91	 85202	 86	 Los Angeles	 34.054935	 -118.244476
546	 1	 717	 84	 	 0.0	 0.0
549	 13	 228	 350	 Atlanta	 33.7490987	 -84.3901849
551	 102	 8186	 29	 Melbourne	 -37.8142176	 144.9631608
552	 20	 111	 9	 Praha	 50.0874654	 14.4212535
553	 24	 1223	 318	 Yerevan	 40.1776121	 44.5125849
554	 16	 98	 87	 	 0.0	 0.0
